merchant_code;nama_merchant;kategori
MCH-9810;Resto Jaya 1810;Market
MCH-9811;Cafe Makmur 1811;Health
MCH-9812;Resto Mandiri 1812;Food & Beverage
MCH-9813;Cafe Sentosa 1813;F&B
MCH-9814;Toko Jaya 1814;Market
MCH-9815;Bengkel Sentosa 1815;Retail
MCH-9816;Warung Makmur 1816;Market
MCH-9817;Apotek Sentosa 1817;Retail
MCH-9818;Cafe Abadi 1818;Kesehatan
MCH-9819;Cafe Makmur 1819;Health
MCH-9820;Cafe Jaya 1820;Kesehatan
MCH-9821;Cafe Abadi 1821;Food & Beverage
MCH-9822;Minimarket Jaya 1822;Retail
MCH-9823;Toko Sentosa 1823;Health
MCH-9824;Warung Jaya 1824;Kesehatan
MCH-9825;Apotek Sejahtera 1825;Food & Beverage
MCH-9826;Toko Indah 1826;Market
MCH-9827;Minimarket Sentosa 1827;Food & Beverage
MCH-9828;Toko Sejahtera 1828;Food & Beverage
MCH-9829;Cafe Indah 1829;Electronics
MCH-9830;Cafe Sejahtera 1830;
MCH-9831;Klinik Berkah 1831;Market
MCH-9832;Apotek Jaya 1832;F&B
MCH-9833;Toko Abadi 1833;Food & Beverage
MCH-9834;Apotek Sejahtera 1834;Health
MCH-9835;Klinik Sentosa 1835;F&B
MCH-9836;Resto Jaya 1836;Electronics
MCH-9837;Klinik Sejahtera 1837;Health
MCH-9838;Warung Indah 1838;Market
MCH-9839;Cafe Abadi 1839;Food & Beverage
MCH-9840;Minimarket Berkah 1840;
MCH-9841;Bengkel Jaya 1841;Electronics
MCH-9842;Apotek Abadi 1842;F&B
MCH-9843;Resto Mandiri 1843;Electronics
MCH-9844;Warung Indah 1844;Health
MCH-9845;Toko Mandiri 1845;Food & Beverage
MCH-9846;Apotek Sentosa 1846;Food & Beverage
MCH-9847;Apotek Mandiri 1847;Health
MCH-9848;Resto Sejahtera 1848;F&B
MCH-9849;Bengkel Makmur 1849;Market
MCH-9850;Bengkel Mandiri 1850;Market
MCH-9851;Warung Berkah 1851;Health
MCH-9852;Resto Sejahtera 1852;F&B
MCH-9853;Apotek Makmur 1853;Retail
MCH-9854;Klinik Indah 1854;
MCH-9855;Resto Berkah 1855;
MCH-9856;Resto Sentosa 1856;Kesehatan
MCH-9857;Resto Jaya 1857;F&B
MCH-9858;Cafe Berkah 1858;Market
MCH-9859;Warung Jaya 1859;Retail
MCH-9860;Apotek Indah 1860;
MCH-9861;Toko Abadi 1861;
MCH-9862;Minimarket Makmur 1862;Health
MCH-9863;Cafe Jaya 1863;Electronics
MCH-9864;Bengkel Sejahtera 1864;Market
MCH-9865;Toko Jaya 1865;Market
MCH-9866;Klinik Berkah 1866;Electronics
MCH-9867;Apotek Mandiri 1867;Market
MCH-9868;Bengkel Makmur 1868;Food & Beverage
MCH-9869;Bengkel Abadi 1869;
MCH-9870;Resto Abadi 1870;Food & Beverage
MCH-9871;Toko Berkah 1871;Electronics
MCH-9872;Klinik Jaya 1872;Food & Beverage
MCH-9873;Bengkel Berkah 1873;Health
MCH-9874;Bengkel Sentosa 1874;F&B
MCH-9875;Minimarket Jaya 1875;Food & Beverage
MCH-9876;Resto Jaya 1876;Market
MCH-9877;Toko Sejahtera 1877;Food & Beverage
MCH-9878;Bengkel Abadi 1878;Food & Beverage
MCH-9879;Apotek Indah 1879;Food & Beverage
MCH-9880;Minimarket Makmur 1880;Kesehatan
MCH-9881;Resto Mandiri 1881;F&B
MCH-9882;Resto Jaya 1882;Health
MCH-9883;Apotek Sejahtera 1883;Kesehatan
MCH-9884;Resto Mandiri 1884;Retail
MCH-9885;Minimarket Abadi 1885;Food & Beverage
MCH-9886;Klinik Mandiri 1886;Food & Beverage
MCH-9887;Minimarket Abadi 1887;Retail
MCH-9888;Apotek Sentosa 1888;Retail
MCH-9889;Bengkel Abadi 1889;Health
MCH-9890;Resto Sejahtera 1890;
MCH-9891;Apotek Mandiri 1891;Retail
MCH-9892;Cafe Sejahtera 1892;Retail
MCH-9893;Warung Makmur 1893;Health
MCH-9894;Bengkel Makmur 1894;Food & Beverage
MCH-9895;Resto Jaya 1895;Kesehatan
MCH-9896;Klinik Sejahtera 1896;F&B
MCH-9897;Cafe Abadi 1897;Retail
MCH-9898;Toko Abadi 1898;Retail
MCH-9899;Resto Indah 1899;
MCH-9900;Toko Sentosa 1900;Electronics
MCH-9901;Apotek Abadi 1901;F&B
MCH-9902;Minimarket Mandiri 1902;
MCH-9903;Minimarket Jaya 1903;Electronics
MCH-9904;Apotek Makmur 1904;Market
MCH-9905;Toko Mandiri 1905;Market
MCH-9906;Cafe Indah 1906;Food & Beverage
MCH-9907;Cafe Berkah 1907;Electronics
MCH-9908;Warung Indah 1908;Electronics
MCH-9909;Resto Makmur 1909;F&B
MCH-9910;Cafe Makmur 1910;Electronics
MCH-9911;Warung Mandiri 1911;Kesehatan
MCH-9912;Apotek Sejahtera 1912;Electronics
MCH-9913;Apotek Jaya 1913;Health
MCH-9914;Warung Abadi 1914;Market
MCH-9915;Apotek Berkah 1915;F&B
MCH-9916;Cafe Indah 1916;Food & Beverage
MCH-9917;Klinik Indah 1917;Electronics
MCH-9918;Bengkel Indah 1918;Electronics
MCH-9919;Toko Abadi 1919;Health
MCH-9920;Apotek Berkah 1920;Food & Beverage
MCH-9921;Toko Berkah 1921;Electronics
MCH-9922;Warung Indah 1922;Market
MCH-9923;Bengkel Sejahtera 1923;
MCH-9924;Toko Sejahtera 1924;
MCH-9925;Cafe Jaya 1925;Kesehatan
MCH-9926;Resto Mandiri 1926;Food & Beverage
MCH-9927;Apotek Makmur 1927;
MCH-9928;Apotek Berkah 1928;Kesehatan
MCH-9929;Warung Indah 1929;Food & Beverage
MCH-9930;Cafe Berkah 1930;Market
MCH-9931;Minimarket Sentosa 1931;Health
MCH-9932;Minimarket Berkah 1932;
MCH-9933;Toko Jaya 1933;Market
MCH-9934;Apotek Sentosa 1934;Health
MCH-9935;Minimarket Jaya 1935;Electronics
MCH-9936;Toko Berkah 1936;
MCH-9937;Resto Makmur 1937;Electronics
MCH-9938;Apotek Sejahtera 1938;Retail
MCH-9939;Toko Sentosa 1939;Health
MCH-9940;Bengkel Sentosa 1940;
MCH-9941;Apotek Jaya 1941;F&B
MCH-9942;Minimarket Berkah 1942;Health
MCH-9943;Bengkel Mandiri 1943;Retail
MCH-9944;Cafe Indah 1944;F&B
MCH-9945;Apotek Abadi 1945;Retail
MCH-9946;Apotek Indah 1946;Electronics
MCH-9947;Warung Berkah 1947;Health
MCH-9948;Klinik Berkah 1948;Kesehatan
MCH-9949;Cafe Indah 1949;Retail
MCH-9950;Minimarket Abadi 1950;F&B
MCH-9951;Klinik Sentosa 1951;Electronics
MCH-9952;Apotek Abadi 1952;
MCH-9953;Resto Abadi 1953;Health
MCH-9954;Minimarket Sejahtera 1954;Market
MCH-9955;Apotek Sejahtera 1955;Market
MCH-9956;Toko Mandiri 1956;Food & Beverage
MCH-9957;Klinik Indah 1957;Food & Beverage
MCH-9958;Warung Mandiri 1958;Kesehatan
MCH-9959;Bengkel Mandiri 1959;
MCH-9960;Minimarket Mandiri 1960;Kesehatan
MCH-9961;Cafe Sentosa 1961;Electronics
MCH-9962;Minimarket Mandiri 1962;Market
MCH-9963;Toko Makmur 1963;Health
MCH-9964;Klinik Berkah 1964;Electronics
MCH-9965;Cafe Makmur 1965;Retail
MCH-9966;Minimarket Indah 1966;
MCH-9967;Cafe Mandiri 1967;Electronics
MCH-9968;Klinik Sejahtera 1968;Food & Beverage
MCH-9969;Resto Jaya 1969;Electronics
MCH-9970;Minimarket Indah 1970;Kesehatan
MCH-9971;Warung Mandiri 1971;
MCH-9972;Minimarket Sentosa 1972;Health
MCH-9973;Bengkel Mandiri 1973;Electronics
MCH-9974;Klinik Makmur 1974;Electronics
MCH-9975;Cafe Berkah 1975;Food & Beverage
MCH-9976;Klinik Abadi 1976;Retail
MCH-9977;Bengkel Sentosa 1977;Retail
MCH-9978;Apotek Jaya 1978;Food & Beverage
MCH-9979;Warung Indah 1979;Retail
MCH-9980;Apotek Abadi 1980;F&B
MCH-9981;Minimarket Indah 1981;Retail
MCH-9982;Minimarket Abadi 1982;Health
MCH-9983;Resto Mandiri 1983;F&B
MCH-9984;Minimarket Jaya 1984;Retail
MCH-9985;Klinik Makmur 1985;Food & Beverage
MCH-9986;Warung Jaya 1986;
MCH-9987;Warung Jaya 1987;Electronics
MCH-9988;Bengkel Makmur 1988;Health
MCH-9989;Klinik Sejahtera 1989;
MCH-9990;Toko Abadi 1990;Kesehatan
MCH-9991;Apotek Jaya 1991;Electronics
MCH-9992;Apotek Jaya 1992;Retail
MCH-9993;Cafe Makmur 1993;F&B
MCH-9994;Cafe Sentosa 1994;Kesehatan
MCH-9995;Toko Sejahtera 1995;Kesehatan
MCH-9996;Bengkel Abadi 1996;
MCH-9997;Toko Abadi 1997;Food & Beverage
MCH-9998;Warung Sentosa 1998;
MCH-9999;Cafe Mandiri 1999;Market
MCH-10000;Apotek Jaya 2000;Kesehatan
MCH-10001;Cafe Berkah 2001;Health
MCH-10002;Toko Jaya 2002;F&B
MCH-10003;Klinik Sejahtera 2003;Electronics
MCH-10004;Klinik Mandiri 2004;Electronics
MCH-10005;Minimarket Berkah 2005;Health
MCH-10006;Warung Sentosa 2006;Retail
MCH-10007;Warung Abadi 2007;Kesehatan
MCH-10008;Resto Sejahtera 2008;Market
MCH-10009;Toko Makmur 2009;
MCH-10010;Toko Sejahtera 2010;
MCH-10011;Toko Jaya 2011;Electronics
MCH-10012;Apotek Mandiri 2012;
MCH-10013;Toko Makmur 2013;Retail
MCH-10014;Toko Sejahtera 2014;
MCH-10015;Resto Abadi 2015;Food & Beverage
MCH-10016;Resto Abadi 2016;Food & Beverage
MCH-10017;Apotek Berkah 2017;Market
MCH-10018;Toko Mandiri 2018;
MCH-10019;Resto Sentosa 2019;Food & Beverage
MCH-10020;Klinik Berkah 2020;F&B
MCH-10021;Warung Abadi 2021;Retail
MCH-10022;Minimarket Sejahtera 2022;Electronics
MCH-10023;Warung Jaya 2023;
MCH-10024;Minimarket Abadi 2024;Food & Beverage
MCH-10025;Toko Mandiri 2025;Food & Beverage
MCH-10026;Toko Makmur 2026;F&B
MCH-10027;Klinik Mandiri 2027;Food & Beverage
MCH-10028;Minimarket Makmur 2028;Kesehatan
MCH-10029;Apotek Berkah 2029;Health
MCH-10030;Bengkel Abadi 2030;Food & Beverage
MCH-10031;Apotek Sentosa 2031;
MCH-10032;Toko Sejahtera 2032;Food & Beverage
MCH-10033;Toko Berkah 2033;Food & Beverage
MCH-10034;Apotek Jaya 2034;Market
MCH-10035;Cafe Abadi 2035;Retail
MCH-10036;Warung Jaya 2036;Health
MCH-10037;Klinik Sentosa 2037;Health
MCH-10038;Toko Jaya 2038;Kesehatan
MCH-10039;Klinik Abadi 2039;Retail
MCH-10040;Cafe Abadi 2040;
MCH-10041;Toko Jaya 2041;Kesehatan
MCH-10042;Cafe Abadi 2042;Market
MCH-10043;Resto Berkah 2043;Retail
MCH-10044;Bengkel Sentosa 2044;Health
MCH-10045;Minimarket Berkah 2045;F&B
MCH-10046;Klinik Sentosa 2046;Kesehatan
MCH-10047;Toko Makmur 2047;Electronics
MCH-10048;Apotek Jaya 2048;F&B
MCH-10049;Bengkel Indah 2049;
MCH-10050;Cafe Sentosa 2050;Kesehatan
MCH-10051;Minimarket Abadi 2051;Food & Beverage
MCH-10052;Cafe Jaya 2052;Health
MCH-10053;Minimarket Mandiri 2053;Electronics
MCH-10054;Minimarket Indah 2054;Electronics
MCH-10055;Apotek Sejahtera 2055;Food & Beverage
MCH-10056;Bengkel Berkah 2056;
MCH-10057;Resto Jaya 2057;Retail
MCH-10058;Apotek Jaya 2058;Electronics
MCH-10059;Resto Jaya 2059;Electronics
MCH-10060;Resto Mandiri 2060;Electronics
MCH-10061;Minimarket Abadi 2061;F&B
MCH-10062;Klinik Abadi 2062;Food & Beverage
MCH-10063;Cafe Sentosa 2063;Electronics
MCH-10064;Resto Makmur 2064;Health
MCH-10065;Bengkel Indah 2065;Electronics
MCH-10066;Klinik Indah 2066;
MCH-10067;Resto Sentosa 2067;Electronics
MCH-10068;Toko Berkah 2068;F&B
MCH-10069;Cafe Berkah 2069;Food & Beverage
MCH-10070;Toko Berkah 2070;Health
MCH-10071;Warung Sentosa 2071;Health
MCH-10072;Cafe Sejahtera 2072;Food & Beverage
MCH-10073;Resto Abadi 2073;Retail
MCH-10074;Toko Mandiri 2074;F&B
MCH-10075;Apotek Berkah 2075;Retail
MCH-10076;Klinik Abadi 2076;Food & Beverage
MCH-10077;Warung Berkah 2077;Health
MCH-10078;Toko Berkah 2078;F&B
MCH-10079;Cafe Berkah 2079;F&B
MCH-10080;Toko Makmur 2080;
MCH-10081;Bengkel Jaya 2081;
MCH-10082;Resto Mandiri 2082;Electronics
MCH-10083;Bengkel Abadi 2083;Kesehatan
MCH-10084;Resto Jaya 2084;Kesehatan
MCH-10085;Toko Sentosa 2085;Food & Beverage
MCH-10086;Toko Jaya 2086;Health
MCH-10087;Bengkel Makmur 2087;Retail
MCH-10088;Klinik Abadi 2088;Electronics
MCH-10089;Warung Berkah 2089;Electronics
MCH-10090;Resto Mandiri 2090;Market
MCH-10091;Minimarket Jaya 2091;Retail
MCH-10092;Warung Indah 2092;Market
MCH-10093;Cafe Mandiri 2093;
MCH-10094;Minimarket Abadi 2094;F&B
MCH-10095;Minimarket Sentosa 2095;
MCH-10096;Resto Berkah 2096;Retail
MCH-10097;Apotek Makmur 2097;Kesehatan
MCH-10098;Klinik Berkah 2098;F&B
MCH-10099;Resto Sentosa 2099;Health
MCH-10100;Warung Makmur 2100;
MCH-10101;Bengkel Abadi 2101;F&B
MCH-10102;Toko Mandiri 2102;
MCH-10103;Klinik Indah 2103;Health
MCH-10104;Resto Sejahtera 2104;
MCH-10105;Bengkel Mandiri 2105;Health
MCH-10106;Minimarket Sejahtera 2106;Food & Beverage
MCH-10107;Toko Jaya 2107;Market
MCH-10108;Warung Makmur 2108;
MCH-10109;Cafe Makmur 2109;
MCH-10110;Toko Makmur 2110;Kesehatan
MCH-10111;Resto Berkah 2111;Kesehatan
MCH-10112;Apotek Indah 2112;Kesehatan
MCH-10113;Toko Berkah 2113;
MCH-10114;Minimarket Mandiri 2114;
MCH-10115;Minimarket Jaya 2115;Health
MCH-10116;Bengkel Sejahtera 2116;Retail
MCH-10117;Klinik Abadi 2117;Market
MCH-10118;Warung Sejahtera 2118;
MCH-10119;Toko Sentosa 2119;F&B
MCH-10120;Klinik Makmur 2120;Food & Beverage
MCH-10121;Bengkel Sejahtera 2121;Kesehatan
MCH-10122;Bengkel Abadi 2122;Health
MCH-10123;Apotek Mandiri 2123;F&B
MCH-10124;Bengkel Mandiri 2124;Market
MCH-10125;Bengkel Sejahtera 2125;F&B
MCH-10126;Bengkel Indah 2126;Kesehatan
MCH-10127;Apotek Abadi 2127;Market
MCH-10128;Cafe Sejahtera 2128;Electronics
MCH-10129;Toko Indah 2129;
MCH-10130;Toko Mandiri 2130;Kesehatan
MCH-10131;Toko Makmur 2131;Retail
MCH-10132;Apotek Sentosa 2132;Kesehatan
MCH-10133;Warung Berkah 2133;Retail
MCH-10134;Cafe Jaya 2134;Food & Beverage
MCH-10135;Warung Mandiri 2135;Health
MCH-10136;Minimarket Abadi 2136;Food & Beverage
MCH-10137;Toko Makmur 2137;Market
MCH-10138;Minimarket Berkah 2138;Retail
MCH-10139;Klinik Mandiri 2139;Food & Beverage
MCH-10140;Minimarket Sentosa 2140;Food & Beverage
MCH-10141;Bengkel Sejahtera 2141;Electronics
MCH-10142;Apotek Abadi 2142;Health
MCH-10143;Cafe Makmur 2143;Market
MCH-10144;Minimarket Jaya 2144;Health
MCH-10145;Toko Makmur 2145;
MCH-10146;Apotek Berkah 2146;Retail
MCH-10147;Toko Abadi 2147;
MCH-10148;Toko Indah 2148;Retail
MCH-10149;Resto Mandiri 2149;F&B
MCH-10150;Warung Berkah 2150;Health
MCH-10151;Warung Sejahtera 2151;Health
MCH-10152;Resto Abadi 2152;Electronics
MCH-10153;Warung Sejahtera 2153;Market
MCH-10154;Apotek Sentosa 2154;Retail
MCH-10155;Bengkel Jaya 2155;Electronics
MCH-10156;Cafe Jaya 2156;F&B
MCH-10157;Warung Abadi 2157;Retail
MCH-10158;Apotek Indah 2158;Food & Beverage
MCH-10159;Resto Mandiri 2159;Market
MCH-10160;Cafe Indah 2160;Retail
MCH-10161;Klinik Indah 2161;Kesehatan
MCH-10162;Bengkel Berkah 2162;Kesehatan
MCH-10163;Klinik Mandiri 2163;Food & Beverage
MCH-10164;Cafe Sejahtera 2164;
MCH-10165;Warung Berkah 2165;Electronics
MCH-10166;Warung Sentosa 2166;Health
MCH-10167;Apotek Abadi 2167;
MCH-10168;Minimarket Abadi 2168;Food & Beverage
MCH-10169;Minimarket Jaya 2169;Health
MCH-10170;Bengkel Abadi 2170;Retail
MCH-10171;Bengkel Makmur 2171;Retail
MCH-10172;Resto Abadi 2172;F&B
MCH-10173;Apotek Mandiri 2173;Food & Beverage
MCH-10174;Bengkel Indah 2174;
MCH-10175;Toko Makmur 2175;Electronics
MCH-10176;Minimarket Mandiri 2176;Market
MCH-10177;Toko Abadi 2177;Health
MCH-10178;Toko Abadi 2178;Electronics
MCH-10179;Cafe Abadi 2179;Retail
MCH-10180;Bengkel Mandiri 2180;Food & Beverage
MCH-10181;Warung Abadi 2181;Kesehatan
MCH-10182;Toko Sejahtera 2182;Retail
MCH-10183;Cafe Mandiri 2183;F&B
MCH-10184;Resto Mandiri 2184;Health
MCH-10185;Toko Jaya 2185;Market
MCH-10186;Resto Mandiri 2186;Kesehatan
MCH-10187;Bengkel Jaya 2187;Health
MCH-10188;Klinik Sentosa 2188;
MCH-10189;Bengkel Makmur 2189;F&B
MCH-10190;Resto Abadi 2190;Retail
MCH-10191;Toko Abadi 2191;Retail
MCH-10192;Resto Indah 2192;Market
MCH-10193;Klinik Berkah 2193;Market
MCH-10194;Apotek Berkah 2194;Food & Beverage
MCH-10195;Toko Sentosa 2195;Kesehatan
MCH-10196;Apotek Berkah 2196;Market
MCH-10197;Cafe Sejahtera 2197;F&B
MCH-10198;Toko Sejahtera 2198;Electronics
MCH-10199;Bengkel Sentosa 2199;Health
MCH-10200;Apotek Berkah 2200;Market
MCH-10201;Minimarket Abadi 2201;Food & Beverage
MCH-10202;Resto Sentosa 2202;Food & Beverage
MCH-10203;Warung Indah 2203;
MCH-10204;Toko Sentosa 2204;Electronics
MCH-10205;Minimarket Mandiri 2205;Health
MCH-10206;Minimarket Sejahtera 2206;Electronics
MCH-10207;Resto Berkah 2207;Electronics
MCH-10208;Toko Indah 2208;Retail
MCH-10209;Apotek Indah 2209;Food & Beverage
MCH-10210;Minimarket Abadi 2210;Retail
MCH-10211;Resto Makmur 2211;Market
MCH-10212;Warung Sentosa 2212;Market
MCH-10213;Toko Sejahtera 2213;Market
MCH-10214;Cafe Mandiri 2214;F&B
MCH-10215;Klinik Makmur 2215;F&B
MCH-10216;Minimarket Indah 2216;F&B
MCH-10217;Bengkel Abadi 2217;Retail
MCH-10218;Bengkel Indah 2218;Retail
MCH-10219;Bengkel Jaya 2219;Food & Beverage
MCH-10220;Apotek Berkah 2220;F&B
MCH-10221;Cafe Makmur 2221;Market
MCH-10222;Apotek Indah 2222;Kesehatan
MCH-10223;Toko Abadi 2223;Kesehatan
MCH-10224;Bengkel Makmur 2224;F&B
MCH-10225;Bengkel Indah 2225;Retail
MCH-10226;Bengkel Indah 2226;F&B
MCH-10227;Warung Abadi 2227;Electronics
MCH-10228;Apotek Abadi 2228;Health
MCH-10229;Minimarket Sentosa 2229;Electronics
MCH-10230;Warung Makmur 2230;Health
MCH-10231;Bengkel Indah 2231;Kesehatan
MCH-10232;Klinik Abadi 2232;Retail
MCH-10233;Bengkel Indah 2233;Retail
MCH-10234;Resto Makmur 2234;
MCH-10235;Klinik Sejahtera 2235;Kesehatan
MCH-10236;Cafe Mandiri 2236;F&B
MCH-10237;Resto Jaya 2237;Retail
MCH-10238;Bengkel Abadi 2238;
MCH-10239;Cafe Makmur 2239;Health
MCH-10240;Resto Indah 2240;Health
MCH-10241;Resto Makmur 2241;Electronics
MCH-10242;Apotek Berkah 2242;Retail
MCH-10243;Resto Jaya 2243;Market
MCH-10244;Cafe Jaya 2244;Electronics
MCH-10245;Klinik Abadi 2245;Food & Beverage
MCH-10246;Apotek Jaya 2246;
MCH-10247;Klinik Makmur 2247;Food & Beverage
MCH-10248;Cafe Sentosa 2248;Food & Beverage
MCH-10249;Toko Jaya 2249;Health
MCH-10250;Resto Mandiri 2250;F&B
MCH-10251;Apotek Mandiri 2251;F&B
MCH-10252;Minimarket Makmur 2252;Health
MCH-10253;Resto Berkah 2253;Kesehatan
MCH-10254;Resto Makmur 2254;Kesehatan
MCH-10255;Klinik Sejahtera 2255;Food & Beverage
MCH-10256;Toko Indah 2256;Market
MCH-10257;Bengkel Sejahtera 2257;Market
MCH-10258;Apotek Sentosa 2258;Food & Beverage
MCH-10259;Minimarket Mandiri 2259;
MCH-10260;Bengkel Abadi 2260;F&B
MCH-10261;Cafe Makmur 2261;F&B
MCH-10262;Toko Mandiri 2262;Electronics
MCH-10263;Apotek Makmur 2263;Health
MCH-10264;Resto Jaya 2264;Electronics
MCH-10265;Resto Jaya 2265;
MCH-10266;Klinik Indah 2266;
MCH-10267;Cafe Makmur 2267;F&B
MCH-10268;Minimarket Mandiri 2268;Electronics
MCH-10269;Minimarket Berkah 2269;
MCH-10270;Toko Indah 2270;Retail
MCH-10271;Cafe Sentosa 2271;Retail
MCH-10272;Cafe Abadi 2272;Retail
MCH-10273;Bengkel Sentosa 2273;Food & Beverage
MCH-10274;Apotek Jaya 2274;Kesehatan
MCH-10275;Warung Mandiri 2275;
MCH-10276;Apotek Mandiri 2276;Food & Beverage
MCH-10277;Klinik Berkah 2277;Retail
MCH-10278;Minimarket Indah 2278;Market
MCH-10279;Resto Abadi 2279;
MCH-10280;Minimarket Jaya 2280;Market
MCH-10281;Toko Abadi 2281;Food & Beverage
MCH-10282;Toko Mandiri 2282;Health
MCH-10283;Minimarket Makmur 2283;Market
MCH-10284;Minimarket Berkah 2284;Electronics
MCH-10285;Warung Berkah 2285;
MCH-10286;Apotek Sentosa 2286;
MCH-10287;Cafe Sejahtera 2287;Health
MCH-10288;Klinik Berkah 2288;F&B
MCH-10289;Apotek Abadi 2289;Retail
MCH-10290;Bengkel Sentosa 2290;Retail
MCH-10291;Apotek Makmur 2291;Food & Beverage
MCH-10292;Minimarket Abadi 2292;Kesehatan
MCH-10293;Cafe Jaya 2293;Food & Beverage
MCH-10294;Cafe Berkah 2294;Electronics
MCH-10295;Warung Jaya 2295;F&B
MCH-10296;Resto Sejahtera 2296;F&B
MCH-10297;Bengkel Berkah 2297;Market
MCH-10298;Cafe Berkah 2298;Retail
MCH-10299;Toko Sejahtera 2299;Food & Beverage
MCH-10300;Klinik Abadi 2300;Food & Beverage
MCH-10301;Resto Makmur 2301;Kesehatan
MCH-10302;Klinik Berkah 2302;Food & Beverage
MCH-10303;Resto Sentosa 2303;Electronics
MCH-10304;Klinik Indah 2304;F&B
MCH-10305;Resto Jaya 2305;Health
MCH-10306;Klinik Indah 2306;Retail
MCH-10307;Bengkel Berkah 2307;F&B
MCH-10308;Minimarket Mandiri 2308;Electronics
MCH-10309;Warung Makmur 2309;Kesehatan
MCH-10310;Bengkel Abadi 2310;Kesehatan
MCH-10311;Klinik Berkah 2311;Electronics
MCH-10312;Toko Sentosa 2312;Electronics
MCH-10313;Klinik Berkah 2313;Electronics
MCH-10314;Cafe Makmur 2314;Retail
MCH-10315;Klinik Jaya 2315;Health
MCH-10316;Minimarket Sejahtera 2316;Retail
MCH-10317;Toko Jaya 2317;Electronics
MCH-10318;Warung Abadi 2318;Electronics
MCH-10319;Resto Mandiri 2319;F&B
MCH-10320;Minimarket Sentosa 2320;Market
MCH-10321;Bengkel Indah 2321;Electronics
MCH-10322;Apotek Sentosa 2322;
MCH-10323;Minimarket Sentosa 2323;Market
MCH-10324;Bengkel Indah 2324;Market
MCH-10325;Warung Jaya 2325;Kesehatan
MCH-10326;Klinik Abadi 2326;Kesehatan
MCH-10327;Toko Mandiri 2327;Retail
MCH-10328;Minimarket Indah 2328;Market
MCH-10329;Minimarket Jaya 2329;Kesehatan
MCH-10330;Toko Sentosa 2330;F&B
MCH-10331;Minimarket Abadi 2331;Market
MCH-10332;Apotek Sentosa 2332;F&B
MCH-10333;Resto Jaya 2333;Kesehatan
MCH-10334;Apotek Berkah 2334;F&B
MCH-10335;Klinik Berkah 2335;Retail
MCH-10336;Resto Makmur 2336;Health
MCH-10337;Minimarket Abadi 2337;Retail
MCH-10338;Cafe Sentosa 2338;
MCH-10339;Toko Sejahtera 2339;
MCH-10340;Toko Makmur 2340;Electronics
MCH-10341;Cafe Mandiri 2341;Kesehatan
MCH-10342;Apotek Jaya 2342;Health
MCH-10343;Minimarket Mandiri 2343;Food & Beverage
MCH-10344;Toko Sentosa 2344;Retail
MCH-10345;Cafe Mandiri 2345;Kesehatan
MCH-10346;Warung Makmur 2346;Kesehatan
MCH-10347;Toko Abadi 2347;F&B
MCH-10348;Klinik Indah 2348;
MCH-10349;Resto Berkah 2349;Market
MCH-10350;Resto Berkah 2350;F&B
MCH-10351;Cafe Sentosa 2351;Electronics
MCH-10352;Apotek Mandiri 2352;Kesehatan
MCH-10353;Bengkel Mandiri 2353;
MCH-10354;Cafe Sentosa 2354;Electronics
MCH-10355;Klinik Berkah 2355;Retail
MCH-10356;Bengkel Indah 2356;Health
MCH-10357;Apotek Mandiri 2357;Market
MCH-10358;Toko Jaya 2358;Electronics
MCH-10359;Toko Jaya 2359;Kesehatan
MCH-10360;Apotek Jaya 2360;Retail
MCH-10361;Cafe Sejahtera 2361;Market
MCH-10362;Resto Sentosa 2362;Kesehatan
MCH-10363;Toko Indah 2363;Health
MCH-10364;Apotek Jaya 2364;Retail
MCH-10365;Cafe Sejahtera 2365;
MCH-10366;Klinik Indah 2366;Kesehatan
MCH-10367;Minimarket Indah 2367;Market
MCH-10368;Bengkel Sejahtera 2368;Kesehatan
MCH-10369;Warung Abadi 2369;Kesehatan
MCH-10370;Resto Makmur 2370;Retail
MCH-10371;Resto Sentosa 2371;Electronics
MCH-10372;Apotek Sejahtera 2372;Electronics
MCH-10373;Resto Makmur 2373;Health
MCH-10374;Resto Abadi 2374;Retail
MCH-10375;Bengkel Abadi 2375;Kesehatan
MCH-10376;Resto Indah 2376;Electronics
MCH-10377;Klinik Berkah 2377;Health
MCH-10378;Warung Indah 2378;Health
MCH-10379;Toko Abadi 2379;Electronics
MCH-10380;Resto Makmur 2380;F&B
MCH-10381;Bengkel Sejahtera 2381;F&B
MCH-10382;Klinik Jaya 2382;Kesehatan
MCH-10383;Resto Abadi 2383;Market
MCH-10384;Bengkel Berkah 2384;Electronics
MCH-10385;Toko Abadi 2385;Food & Beverage
MCH-10386;Cafe Jaya 2386;
MCH-10387;Resto Makmur 2387;
MCH-10388;Warung Indah 2388;Retail
MCH-10389;Resto Jaya 2389;Health
MCH-10390;Klinik Mandiri 2390;Retail
MCH-10391;Minimarket Sentosa 2391;Kesehatan
MCH-10392;Klinik Mandiri 2392;Kesehatan
MCH-10393;Klinik Indah 2393;Market
MCH-10394;Apotek Sejahtera 2394;
MCH-10395;Minimarket Indah 2395;Market
MCH-10396;Bengkel Makmur 2396;F&B
MCH-10397;Toko Indah 2397;Health
MCH-10398;Klinik Sejahtera 2398;Market
MCH-10399;Warung Sentosa 2399;
MCH-10400;Toko Berkah 2400;Market
MCH-10401;Minimarket Jaya 2401;Electronics
MCH-10402;Cafe Berkah 2402;
